cester-elie-1942-07-27		1.08333	43.61667	2017-01-03	http://www.wikidata.org/entity/Q3587723	Élie Cester
manet-edouard-1832-01-23	1832-01-23 18:50:40	2.3488	48.85341	1883-04-30	http://www.wikidata.org/entity/Q40599	Édouard Manet
smith-bruce-p-1920-02-08	1920-02-08 18:30	-93.26667	44.28333	1967-08-28	http://www.wikidata.org/entity/Q2926477	Bruce Smith
ramos-mel-1935-07-24	1935-07-24 21:00	-121.48333	38.58333	2018-10-14	http://www.wikidata.org/entity/Q930286	Mel Ramos
schlafly-phyllis-1924-08-15	1924-08-16 05:25	-90.2	38.61667	2016-09-05	http://www.wikidata.org/entity/Q434669	Phyllis Schlafly
brandt-willy-1913-12-18	1913-12-18 11:45	9.75	54.5	1992-10-08	http://www.wikidata.org/entity/Q2514	Willy Brandt
feraud-louis-1920-02-13	1920-02-13 18:00	4.12871	44.30653	1999-12-28	http://www.wikidata.org/entity/Q1871683	Louis Féraud
poulenc-francis-1899-01-07	1899-01-07 15:50:40	2.3488	48.85341	1963-01-30	http://www.wikidata.org/entity/Q191408	Francis Poulenc
brizeux-auguste-1803-09-12	1803-09-12 16:10:56	-3.37177	47.74817	1858-05-03	http://www.wikidata.org/entity/Q251037	Auguste Brizeux
tillier-claude-1801-04-11	1801-04-11 00:47:24	3.5194	47.46017	1844-10-12	http://www.wikidata.org/entity/Q613164	Claude Tillier
brubeck-david-1920-12-06	1920-12-07 02:35	-122.03333	37.98333	2012-12-05	http://www.wikidata.org/entity/Q108597	Dave Brubeck
duvillard-adrien-1934-11-07	1934-11-07 11:30	6.61775	45.85687	2017-02-14	http://www.wikidata.org/entity/Q355710	Adrien Duvillard
pryor-richard-1940-12-01	1940-12-01 19:02	-89.6	40.7	2005-12-10	http://www.wikidata.org/entity/Q294912	Richard Pryor
beltoise-jean-pierre-1937-04-26	1937-04-26 06:15	0	0	2015-01-05	http://www.wikidata.org/entity/Q171526	Jean-Pierre Beltoise
bourvil-rainbourg-1917-07-27	1917-07-27 10:30	1.08333	49.43333	1970-09-23	http://www.wikidata.org/entity/Q2750	Bourvil
kramer-john-1921-08-01	1921-08-01 09:45	-115.15	36.16667	2009-09-12	http://www.wikidata.org/entity/Q54529	Jack Kramer
ferguson-robert-1939-08-29	1939-08-29 22:00	-83	39.96667	2004-12-30	http://www.wikidata.org/entity/Q4932408	Bob Ferguson
jouvet-louis-1887-12-24	1887-12-24 05:16:24	-4.48993	48.24643	1951-08-16	http://www.wikidata.org/entity/Q60801	Louis Jouvet
grenier-roger-1919-09-19	1919-09-19 07:00	-0.35912	49.18585	2017-11-08	http://www.wikidata.org/entity/Q1237856	Roger Grenier
ollenhauer-erich-1901-03-27		11.63	52.13	1963-12-14	http://www.wikidata.org/entity/Q62185	Erich Ollenhauer
beauchamps-annik-rauglaudre-1940-06-17		0	0	1995-04-30	http://www.wikidata.org/entity/Q2851725	Annik Beauchamps
mondrian-piet-1872-03-07	1872-03-07 05:39:28	5.13333	52.1	1944-02-01	http://www.wikidata.org/entity/Q151803	Piet Mondrian
uderzo-albert-1927-04-25	1927-04-25 06:00	3.68607	49.30773	2020-03-24	http://www.wikidata.org/entity/Q206685	Albert Uderzo
puig-aubert-henri-1924-03-24	1924-03-24 01:30:00	7.4	50.43333	1994-06-03	http://www.wikidata.org/entity/Q3410621	Puig Aubert
queneau-raymond-1903-02-21	1903-02-21 03:50:40	0.10767	49.4938	1976-10-25	http://www.wikidata.org/entity/Q218690	Raymond Queneau
fleming-alexander-1881-08-06		-4.3	55.62	1955-03-11	http://www.wikidata.org/entity/Q37064	Alexander Fleming
balmain-pierre-1914-05-18	1914-05-18 08:15	6.35293	45.27534	1982-06-29	http://www.wikidata.org/entity/Q551674	Pierre Balmain
dargent-edouard-1824-10-15	1824-10-15 06:16:24	-4.1	48	1899-11-19	http://www.wikidata.org/entity/Q3571485	Jean-Édouard Dargent
foch-ferdinand-1851-10-02	1851-10-02 21:59:40	0.07139	43.23407	1929-03-20	http://www.wikidata.org/entity/Q192615	Ferdinand Foch
jeanmaire-zizi-renee-1924-04-29	1924-04-29 08:00	2.3488	48.85341	2020-07-17	http://www.wikidata.org/entity/Q207076	Zizi Jeanmaire
termier-pierre-1859-07-03	1859-07-03 16:40:40	4.84671	45.74846	1930-10-23	http://www.wikidata.org/entity/Q376282	Pierre-Marie Termier
cordy-annie-cooreman-leonia-1928-06-16	1928-06-16 21:00	4.34844	50.87585	2020-09-04	http://www.wikidata.org/entity/Q465249	Annie Cordy
bocuse-paul-1926-02-11	1926-02-11 16:00	4.84017	45.82393	2018-01-20	http://www.wikidata.org/entity/Q8159	Paul Bocuse
meredith-burgess-1907-11-16	1907-11-16 08:00	-81.7	41.5	1997-09-09	http://www.wikidata.org/entity/Q343633	Burgess Meredith
buchner-georg-1813-10-17		8.65	49.87	1837-02-19	http://www.wikidata.org/entity/Q154014	Georg Büchner
cantoni-jack-1948-05-11	1948-05-11 01:00	-2.16	44.05	2013-06-24	http://www.wikidata.org/entity/Q3157140	Jack Cantoni
benz-carl-1844-11-25		8.4	49.02	1929-04-04	http://www.wikidata.org/entity/Q40224	Carl Benz
malegue-joseph-1876-12-08	1876-12-08 19:47:40	3.08333	45.78333	1940-12-30	http://www.wikidata.org/entity/Q3042797	Joseph Malègue
besson-colette-1946-04-07	1946-04-07 18:30	1	45.6	2005-08-09	http://www.wikidata.org/entity/Q233488	Colette Besson
fermi-enrico-1901-09-29	1901-09-29 18:00	12.25	45	1954-11-28	http://www.wikidata.org/entity/Q8753	Enrico Fermi
o-callaghan-mike-1929-09-10	1929-09-10 06:30	-91.25	43.8	2004-03-05	http://www.wikidata.org/entity/Q744023	Mike O'Callaghan
moser-aldo-1934-02-07	1934-02-07 16:00	11.15278	46.15581	2020-12-02	http://www.wikidata.org/entity/Q1890518	Aldo Moser
matisse-henri-1869-12-31	1869-12-31 19:47:40	3.08333	50.65	1954-11-03	http://www.wikidata.org/entity/Q5589	Henri Matisse
lemaitre-frederic-1800-07-28	1800-07-28 11:55:40	0.10767	49.4938	1876-01-26	http://www.wikidata.org/entity/Q654231	Frédérick Lemaître
