1908-12-28	quake	Мессина
1920-12-16	quake	Хайюань
1939-01-24	quake	Чильян
1939-12-27	quake	Эрзинджан
1950-08-15	quake	Ассам—Тибет
1960-05-22	quake	Вальдивия
1964-03-27	quake	Аляска (Страстная пятница)
1970-05-31	quake	Анкаш (Перу)
1976-07-28	quake	Таншань
1985-09-19	quake	Мехико
1988-12-07	quake	Спитак
1999-08-17	quake	Измит
2005-10-08	quake	Кашмир
2008-05-12	quake	Сычуань
2015-04-25	quake	Непал (Горкха)
