# P6a final Wikisource match list (2026-07-27, after manual P6a-3b pass)
ogid	fname	gname	year	occ	gqid	cy	lang	work	ws_author
houssaye-arsene-1814-03-28	Houssaye	Arsène	1814	novelist	A6-422	FR	fr	Souvenirs de jeunesse (Houssaye)	Arsène Houssaye
