wolf-pierre-rene-1899-02-19				1956-12-15
mohrt-pierre-1914-04-28				1993-12-31
fontaine-rene-1899-06-05				1945-06-05
harcourt-robert-1881-11-23				1961-07-12
harcourt-robert-1881-11-23				1935-07-12
harcourt-robert-1881-11-23				1949-11-08
moquin-tandon-christian-1804-05-07				1843-04-28
sadoul-paul-1918-05-01				1994-04-01
burlot-andre-1897-08-06				1958-12-09
medecin-jacques-1928-05-05				1966-02-11
medecin-jacques-1928-05-05				1967-04-01
raffarin-jean-1914-03-23				1951-06-17
raffarin-jean-1914-03-23				1954-06-19
vallon-louis-1901-08-12				1962-12-06
vallon-louis-1901-08-12				1951-06-17
vallon-louis-1901-08-12				1968-07-11
nolhac-pierre-1859-12-15				1922-06-15
harcourt-robert-1881-11-23				1946-02-14
rochet-waldeck-1905-04-05				1968-07-11
rochet-waldeck-1905-04-05				1946-11-28
rochet-waldeck-1905-04-05				1946-06-11
rochet-waldeck-1905-04-05				1958-12-09
rochet-waldeck-1905-04-05				1951-07-05
rochet-waldeck-1905-04-05				1956-01-19
rochet-waldeck-1905-04-05				1945-11-06
rochet-waldeck-1905-04-05				1962-12-06
rochet-waldeck-1905-04-05				1936-06-01
rochet-waldeck-1905-04-05				1967-04-03
lisbonne-emile-1876-06-20				1934-01-30
lisbonne-emile-1876-06-20				1924-01-06
lisbonne-emile-1876-06-20				1933-10-21
stauffenberg-claus-1907-11-15				1940-05-31
stauffenberg-claus-1907-11-15				1943-05-08
frossard-charles-1807-04-26				1859-06-25
dorpfeld-wilhelm-1853-12-26				1933-12-26
joxe-louis-1901-09-16				1959-07-13
einstein-albert-1879-03-14				1921-05-05
stauffenberg-claus-1907-11-15				1936-10-02
stauffenberg-claus-1907-11-15				1938-04-01
stauffenberg-claus-1907-11-15				1943-04-20
mouton-adrien-1902-02-12				1945-11-06
cagne-jean-1907-08-24				1951-06-17
delmotte-paul-1903-04-29				1951-06-17
deroulede-paul-1846-09-02				1898-05-08
deroulede-paul-1846-09-02				1889-09-22
stauffenberg-claus-1907-11-15				1938-07-01
stauffenberg-claus-1907-11-15				1943-03-01
leber-walter-1918-09-12				1967-02-21
billeres-rene-1910-08-29				1958-12-09
billeres-rene-1910-08-29				1968-07-11
billeres-rene-1910-08-29				1967-04-03
billeres-rene-1910-08-29				1962-12-06
morand-paul-1888-03-13				1968-10-24
buisson-ferdinand-1841-12-20				1902-05-11
dassonville-gaston-1893-03-16				1945-10-21
revers-georges-1891-07-30				1947-03-11
dorey-henri-1907-02-12				1958-12-09
jouvenel-henry-de-1876-04-02				1921-01-09
jouvenel-henry-de-1876-04-02				1934-01-30
jouvenel-henry-de-1876-04-02				1924-03-29
le-roy-ladurie-jacques-1902-03-28				1958-12-09
le-roy-ladurie-jacques-1902-03-28				1942-04-17
le-roy-ladurie-jacques-1902-03-28				1951-06-17
lapie-pierre-1901-04-02				1949-08-13
francois-poncet-andre-1887-06-13				1955-05-05
francois-poncet-andre-1887-06-13				1949-09-21
francois-poncet-andre-1887-06-13				1952-05-15
zeiller-rene-1847-01-14				1911-10-01
zeiller-rene-1847-01-14				1884-07-16
zeiller-rene-1847-01-14				1903-08-01
joxe-louis-1901-09-16				1977-10-01
joxe-louis-1901-09-16				1968-07-11
joxe-louis-1901-09-16				1967-04-03
joxe-louis-1901-09-16				1967-04-05
joxe-louis-1901-09-16				1977-11-04
joxe-louis-1901-09-16				1973-04-02
evans-daniel-1925-10-16				1987-01-03
evans-daniel-1925-10-16				1957-01-14
evans-daniel-1925-10-16				1965-01-11
evans-daniel-1925-10-16				1983-09-08
evans-daniel-1925-10-16				1985-01-03
pirolley-rene-1931-10-17				1996-05-13
maissant-jean-1926-01-23				1996-07-12
lapersonne-felix-joseph-1853-09-29				1913-08-07
lapersonne-felix-joseph-1853-09-29				1921-04-20
francois-franck-charles-1849-05-07				1891-04-08
kilian-wilfrid-1862-06-15				1909-10-08
kilian-wilfrid-1862-06-15				1923-10-01
toja-jacques-1929-09-01				1994-12-03
gilles-alain-1945-05-05				1995-07-13
peysson-anne-marie-1935-07-24				1994-05-14
guillebon-jacques-de-1909-10-13				1941-07-14
alexandre-rene-1885-12-22				1917-09-01
veau-victor-emile-1871-12-08				1947-07-31
zeiller-rene-1847-01-14				1914-08-07
zeiller-rene-1847-01-14				1881-07-11
zeiller-rene-1847-01-14				1901-07-25
barbotin-william-1861-08-25				1903-04-01
lapersonne-felix-joseph-1853-09-29				1900-08-11
de-gasperi-alcide-1881-04-03				1952-09-24
de-gasperi-alcide-1881-04-03				1948-03-30
aaron-henry-1934-02-05				2001-01-08
lewis-jerry-1926-03-16				2009-02-22
lewis-jerry-1926-03-16				2010-01-07
lewis-jerry-1926-03-16				2013-12-13
bosch-robert-1861-09-23				1931-09-23
miller-oskar-1855-05-07				1930-05-07
de-gasperi-alcide-1881-04-03				1954-01-20
de-gasperi-alcide-1881-04-03				1950-01-27
de-gasperi-alcide-1881-04-03				1953-07-16
de-gasperi-alcide-1881-04-03				1951-07-26
de-gasperi-alcide-1881-04-03				1951-07-26
de-gasperi-alcide-1881-04-03				1924-05-24
de-gasperi-alcide-1881-04-03				1946-07-14
de-gasperi-alcide-1881-04-03				1945-12-10
de-gasperi-alcide-1881-04-03				1953-07-16
de-gasperi-alcide-1881-04-03				1951-07-26
de-gasperi-alcide-1881-04-03				1946-06-13
de-gasperi-alcide-1881-04-03				1921-06-11
de-gasperi-alcide-1881-04-03				1948-05-23
de-gasperi-alcide-1881-04-03				1944-12-11
de-gasperi-alcide-1881-04-03				1946-07-14
de-gasperi-alcide-1881-04-03				1945-08-10
de-gasperi-alcide-1881-04-03				1950-01-27
de-gasperi-alcide-1881-04-03				1948-05-24
de-gasperi-alcide-1881-04-03				1946-06-25
de-gasperi-alcide-1881-04-03				1945-12-10
de-gasperi-alcide-1881-04-03				1948-05-08
de-gasperi-alcide-1881-04-03				1953-06-25
de-gasperi-alcide-1881-04-03				1947-05-31
de-gasperi-alcide-1881-04-03				1944-06-18
de-gasperi-alcide-1881-04-03				1947-02-02
de-gasperi-alcide-1881-04-03				1947-02-02
de-gasperi-alcide-1881-04-03				1946-06-13
de-gasperi-alcide-1881-04-03				1946-07-14
de-gasperi-alcide-1881-04-03				1947-06-01
cranston-alan-1914-06-19				1977-01-03
cranston-alan-1914-06-19				1985-01-03
cranston-alan-1914-06-19				1975-01-03
cranston-alan-1914-06-19				1971-01-03
cranston-alan-1914-06-19				1991-01-03
cranston-alan-1914-06-19				1989-01-03
cranston-alan-1914-06-19				1981-01-03
cranston-alan-1914-06-19				1979-01-03
cranston-alan-1914-06-19				1983-01-03
cranston-alan-1914-06-19				1987-01-03
cranston-alan-1914-06-19				1973-01-03
cranston-alan-1914-06-19				1969-01-03
eagleburger-lawrence-1930-08-01				1981-05-14
eagleburger-lawrence-1930-08-01				1992-08-23
eagleburger-lawrence-1930-08-01				1982-02-11
eagleburger-lawrence-1930-08-01				1977-06-21
eagleburger-lawrence-1930-08-01				1992-12-08
eagleburger-lawrence-1930-08-01				1989-01-20
ginzburg-natalia-1916-07-14				1987-06-25
ginzburg-natalia-1916-07-14				1983-07-12
volcker-paul-1927-09-05				1979-08-06
volcker-paul-1927-09-05				1975-05-02
marconi-guglielmo-1874-04-25				1914-12-30
chabaud-latour-francois-1804-01-25				1874-07-20
chabaud-latour-francois-1804-01-25				1871-02-08
chabaud-latour-francois-1804-01-25				1877-11-15
eucken-rudolf-1846-01-05				1886-10-01
eucken-rudolf-1846-01-05				1879-10-01
eucken-rudolf-1846-01-05				1898-10-01
guitton-jean-1901-08-18				1961-06-08
schmid-carlo-1896-12-03				1953-10-06
schmid-carlo-1896-12-03				1949-09-07
schmid-carlo-1896-12-03				1969-10-20
schmid-carlo-1896-12-03				1970-01-22
schmid-carlo-1896-12-03				1965-10-19
schmid-carlo-1896-12-03				1972-05-15
schmid-carlo-1896-12-03				1961-10-17
schmid-carlo-1896-12-03				1950-08-07
schmid-carlo-1896-12-03				1957-10-15
chichery-albert-1888-10-12				1940-06-05
chichery-albert-1888-10-12				1940-06-16
cornu-andre-1892-06-27				1953-01-10
cornu-andre-1892-06-27				1951-08-11
cornu-andre-1892-06-27				1953-05-03
cornu-andre-1892-06-27				1953-07-02
cornu-andre-1892-06-27				1932-06-01
cornu-andre-1892-06-27				1952-03-14
cornu-andre-1892-06-27				1948-11-07
jeanneney-jules-1864-07-06				1906-06-01
jeanneney-jules-1864-07-06				1902-06-01
jeanneney-jules-1864-07-06				1909-01-03
siegfried-jules-1837-02-12				1878-09-04
siegfried-jules-1837-02-12				1902-05-11
siegfried-jules-1837-02-12				1885-10-04
siegfried-jules-1837-02-12				1897-10-21
siegfried-jules-1837-02-12				1892-12-06
siegfried-jules-1837-02-12				1897-08-08
mougeot-leon-1857-11-10				1906-06-01
mougeot-leon-1857-11-10				1898-06-01
mougeot-leon-1857-11-10				1893-10-15
mougeot-leon-1857-11-10				1908-08-02
mougeot-leon-1857-11-10				1902-06-01
barbier-pierre-1912-01-02				1959-03-01
barbier-pierre-1912-01-02				1965-09-26
barbier-pierre-1912-01-02				1953-03-01
casagrande-eugenio-1892-09-03				1924-05-24
bosio-antonio-1885-03-01				1933-11-23
bardon-andre-1901-01-10				1956-08-14
got-edmond-1822-10-01				1881-08-04
protais-alexandre-1825-10-17				1967-08-12
protais-alexandre-1825-10-17				1877-04-10
vernier-pierre-rayer-1931-05-25				2016-05-13
