doderer-heimito-1896-09-05		16.32	48.28	1966-12-23	http://www.wikidata.org/entity/Q93797	Heimito von Doderer
cremer-bruno-1929-10-06	1929-10-06 06:00	2.41579	48.83864	2010-08-07	http://www.wikidata.org/entity/Q139560	Bruno Cremer
pills-jacques-1906-03-06	1906-03-06 09:50:40	1.77233	45.26582	1970-09-12	http://www.wikidata.org/entity/Q1678088	Jacques Pills
maillan-jacqueline-1923-01-11	1923-01-11 20:00	4.11584	46.45457	1992-05-12	http://www.wikidata.org/entity/Q3157756	Jacqueline Maillan
friedan-betty-1921-02-04	1921-02-04 10:00	-89.6	40.7	2006-02-04	http://www.wikidata.org/entity/Q234604	Betty Friedan
verdi-giuseppe-1813-10-10		10.03	44.93	1901-01-27	http://www.wikidata.org/entity/Q7317	Giuseppe Verdi
jackson-shirley-1916-12-14	1916-12-14 15:15	-122.41667	37.78333	1965-08-08	http://www.wikidata.org/entity/Q239910	Shirley Jackson
noland-kenneth-1924-04-10	1924-04-10 22:00	-82.55	35.6	2010-01-05	http://www.wikidata.org/entity/Q527001	Kenneth Noland
masina-glulietta-1921-02-22		11.35	44.5	1994-03-23	http://www.wikidata.org/entity/Q106907	Giulietta Masina
sternheim-carl-1878-04-01		12.37	51.35	1942-11-03	http://www.wikidata.org/entity/Q61662	Carl Sternheim
mounier-emmanuel-1905-04-01	1905-04-01 10:50:40	5.71479	45.17869	1950-03-22	http://www.wikidata.org/entity/Q351359	Emmanuel Mounier
masters-william-1915-12-27	1915-12-28 00:20	-81.7	41.5	2001-02-16	http://www.wikidata.org/entity/Q3235877	William H. Masters
bradley-thomas-1917-12-29	1917-12-29 10:00	-96.66667	30.98333	1998-09-29	http://www.wikidata.org/entity/Q1133864	Tom Bradley
apery-roger-1916-11-14				1994-12-18	http://www.wikidata.org/entity/Q965545	Roger Apéry
valenti-jack-1921-09-05	1921-09-06 02:30	-95.36667	29.76667	2007-04-26	http://www.wikidata.org/entity/Q1380767	Jack Valenti
mac-donald-ross-1915-12-13	1915-12-13 11:10	-121.98333	37.23333	1983-07-11	http://www.wikidata.org/entity/Q318297	Ross Macdonald
chadwick-florence-1918-11-09	1918-11-10 03:25	-117.15	32.71667	1995-03-15	http://www.wikidata.org/entity/Q452291	Florence Chadwick
tripucka-frank-1927-12-08	1927-12-08 12:00	-74.2	40.8	2013-09-12	http://www.wikidata.org/entity/Q5490012	Frank Tripucka
cassel-jean-pierre-crochon-1932-10-27	1932-10-27 03:00	2.3488	48.85341	2007-04-19	http://www.wikidata.org/entity/Q319527	Jean-Pierre Cassel
sale-forrest-1911-06-25	1911-06-26 06:20	-84.9	38.03333	1985-12-04	http://www.wikidata.org/entity/Q5469101	Forest Sale
saint-saens-camille-1835-10-09	1835-10-09 06:50:40	2.3488	48.85341	1921-12-16	http://www.wikidata.org/entity/Q150445	Camille Saint-Saëns
stoleru-lionel-1937-11-22	1937-11-22 07:00	-1.55336	47.21725	2016-12-01	http://www.wikidata.org/entity/Q3241949	Lionel Stoléru
courtney-tom-1933-08-17	1933-08-17 05:35	-74.16667	40.73333	2023-08-22	http://www.wikidata.org/entity/Q611481	Tom Courtney
maroniez-georges-1865-01-17	1865-01-17 00:47:40	3.07922	50.37069	1933-12-11	http://www.wikidata.org/entity/Q3103159	Georges Maroniez
collett-wayne-1949-10-20	1949-10-21 02:08	-118.25	34.06667	2010-03-17	http://www.wikidata.org/entity/Q968205	Wayne Collett
gubler-adolphe-1821-04-04	1821-04-04 16:35:16	6.17269	49.11911	1879-04-20	http://www.wikidata.org/entity/Q2824755	Adolphe-Marie Gubler
girardot-annie-1931-10-25	1931-10-25 02:00	2.3488	48.85341	2011-02-28	http://www.wikidata.org/entity/Q106443	Annie Girardot
morgan-robert-1925-10-05	1925-10-05 10:00	-78.81667	35.4	2016-07-16	http://www.wikidata.org/entity/Q5993740	Robert Burren Morgan
anquetil-jacques-1934-01-08	1934-01-08 10:30	1.09364	49.46307	1987-11-18	http://www.wikidata.org/entity/Q221001	Jacques Anquetil
piaf-edith-1915-12-19	1915-12-19 05:00	2.3488	48.85341	1963-10-10	http://www.wikidata.org/entity/Q1631	Édith Piaf
sweeney-walter-1941-04-18	1941-04-18 14:20	-70.8	42.23333	2013-02-02	http://www.wikidata.org/entity/Q7964069	Walt Sweeney
sine-sinet-maurice-1928-12-30	1928-12-30 03:30	2.3488	48.85341	2016-05-05	http://www.wikidata.org/entity/Q2093567	Siné
oates-warren-1928-07-05	1928-07-05 11:00	-87.23333	37.21667	1982-04-03	http://www.wikidata.org/entity/Q709133	Warren Oates
courteline-georges-1858-06-25	1858-06-25 05:57:12	0.70398	47.39484	1929-06-25	http://www.wikidata.org/entity/Q51107	Georges Courteline
gainsbourg-serge-ginsburg-1928-04-02	1928-04-02 04:45	2.3488	48.85341	1991-03-02	http://www.wikidata.org/entity/Q1698	Serge Gainsbourg
scammon-richard-1915-07-17	1915-07-17 15:45	-93.26667	44.98333	2001-04-27	http://www.wikidata.org/entity/Q7327563	Q7327563
babinski-joseph-1857-11-17	1857-11-17 04:50:40	2.3488	48.85341	1932-10-29	http://www.wikidata.org/entity/Q313062	Joseph Babinski
dehler-thomas-1897-12-14		11.07	50.15	1967-07-21	http://www.wikidata.org/entity/Q215092	Thomas Dehler
lemarque-francis-korb-1917-11-25	1917-11-25 02:00	2.3488	48.85341	2002-04-20	http://www.wikidata.org/entity/Q3081554	Francis Lemarque
broca-pierre-1824-06-28	1824-06-28 19:57:36	-0.56667	44.83333	1880-07-09	http://www.wikidata.org/entity/Q311276	Paul Broca
nader-george-1921-10-19	1921-10-20 02:20	-118.15	34.15	2002-02-04	http://www.wikidata.org/entity/Q1347232	George Nader
