date,tag,jup_sat,sat_nep,sat_plu,ura_plu
1956-09,grid,286.55,29.06,88.78,336.45
1956-10,grid,290.22,30.63,90.58,336.74
1956-11,grid,292.43,32.92,93.53,336.60
1956-12,grid,292.78,35.52,97.04,336.09
1957-01,grid,291.02,38.27,100.79,335.37
1957-02,grid,287.18,40.66,103.93,334.77
1957-03,grid,282.93,42.09,105.65,334.56
1957-04,grid,279.60,42.49,105.83,334.81
1957-05,grid,279.59,41.66,104.34,335.47
1957-06,grid,282.91,40.02,101.78,336.43
1957-07,grid,288.06,38.44,99.34,337.43
1957-08,grid,293.85,37.55,97.81,338.37
1957-09,grid,299.18,37.72,97.74,339.09
1957-10,grid,303.45,38.88,99.11,339.46
1957-11,grid,306.74,40.93,101.78,339.43
1957-12,grid,308.68,43.48,105.23,339.01
1958-01,grid,309.16,46.37,109.12,338.34
1958-02,grid,307.82,49.09,112.64,337.72
1958-03,grid,305.11,50.98,114.86,337.44
1958-04,grid,301.40,51.96,115.67,337.58
1958-05,grid,299.05,51.59,114.65,338.15
1958-06,grid,299.47,50.09,112.24,339.03
1958-07,grid,302.49,48.28,109.54,340.00
1958-08,grid,307.10,46.87,107.47,340.95
1958-09,grid,312.01,46.48,106.80,341.71
1958-10,grid,316.41,47.19,107.67,342.16
1958-11,grid,320.29,48.94,110.00,342.23
1958-12,grid,323.25,51.36,113.31,341.90
1959-01,grid,325.35,54.32,117.29,341.29
1959-02,grid,326.23,57.32,121.11,340.66
1959-03,grid,325.75,59.61,123.77,340.32
1959-04,grid,323.77,61.17,125.20,340.37
1959-05,grid,321.14,61.32,124.74,340.84
1959-06,grid,319.35,60.11,122.62,341.63
1959-07,grid,319.77,58.20,119.81,342.56
1959-08,grid,322.35,56.37,117.27,343.50
1959-09,grid,326.12,55.42,115.99,344.30
1959-10,grid,330.10,55.64,116.33,344.82
1959-11,grid,334.06,57.01,118.26,344.99
1959-12,grid,337.55,59.25,121.36,344.77
1960-01,grid,340.68,62.21,125.34,344.23
1960-02,grid,343.17,65.40,129.40,343.60
1960-03,grid,344.74,68.13,132.55,343.20
1960-04,grid,345.27,70.20,134.51,343.16
1960-05,grid,344.46,70.86,134.58,343.54
1960-06,grid,342.65,70.03,132.84,344.26
1960-07,grid,341.19,68.16,130.05,345.14
1960-08,grid,341.23,66.02,127.17,346.07
1960-09,grid,342.98,64.56,125.36,346.89
1960-10,grid,345.76,64.28,125.17,347.47
1960-11,grid,349.15,65.26,126.69,347.72
1960-12,grid,352.60,67.28,129.56,347.59
1961-01,grid,356.17,70.19,133.49,347.12
1961-02,grid,359.62,73.52,137.71,346.51
1961-03,grid,2.54,76.45,141.08,346.09
1961-04,grid,5.32,79.03,143.60,345.96
1961-05,grid,7.16,80.28,144.29,346.23
1961-06,grid,7.67,79.96,143.06,346.86
1961-07,grid,6.68,78.28,140.46,347.68
1961-08,grid,4.99,75.94,137.35,348.59
1961-09,grid,4.07,73.99,134.99,349.44
1961-10,grid,4.59,73.16,134.21,350.07
1961-11,grid,6.43,73.65,135.19,350.41
1961-12,grid,9.08,75.35,137.73,350.38
1962-01,grid,12.39,78.12,141.54,350.00
1962-02,grid,16.11,81.53,145.85,349.42
1962-03,grid,19.72,84.71,149.51,348.97
1962-04,grid,23.90,87.74,152.54,348.75
1962-05,grid,27.86,89.57,153.84,348.92
1962-06,grid,31.31,89.84,153.21,349.46
1962-07,grid,33.16,88.52,150.95,350.22
1962-08,grid,32.78,86.13,147.76,351.10
1962-09,grid,30.56,83.76,144.94,351.95
1962-10,grid,28.36,82.36,143.54,352.63
1962-11,grid,27.43,82.31,143.95,353.06
1962-12,grid,28.12,83.63,146.08,353.13
1963-01,grid,30.19,86.19,149.67,352.84
1963-02,grid,33.30,89.60,154.01,352.31
1963-03,grid,36.84,92.96,157.89,351.84
1963-04,grid,41.45,96.40,161.37,351.54
1963-05,grid,46.48,98.79,163.27,351.62
1963-06,grid,51.92,99.70,163.30,352.06
1963-07,grid,56.70,98.85,161.49,352.74
1963-08,grid,59.84,96.59,158.39,353.58
1963-09,grid,59.84,93.91,155.23,354.44
1963-10,grid,57.02,91.97,153.24,355.16
1963-11,grid,53.25,91.32,153.01,355.67
1963-12,grid,50.83,92.18,154.66,355.84
1964-01,grid,50.35,94.45,157.96,355.65
1964-02,grid,51.75,97.78,162.24,355.18
1964-03,grid,54.45,101.39,166.42,354.68
1964-04,grid,58.58,105.16,170.26,354.32
1964-05,grid,63.65,108.03,172.67,354.31
1964-06,grid,69.82,109.54,173.31,354.66
1964-07,grid,76.24,109.21,172.01,355.28
1964-08,grid,82.29,107.21,169.15,356.08
1964-09,grid,86.04,104.37,165.79,356.93
1964-10,grid,85.99,101.97,163.31,357.68
1964-11,grid,82.26,100.73,162.47,358.25
1964-12,grid,77.29,101.11,163.62,358.51
1965-01,grid,73.43,103.06,166.59,358.41
1965-02,grid,71.98,106.26,170.76,357.99
1965-03,grid,72.68,109.80,174.89,357.51
1965-04,grid,75.33,113.85,179.06,357.10
1965-05,grid,79.52,117.21,181.98,357.00
1965-06,grid,85.34,119.37,183.29,357.24
1965-07,grid,92.13,119.69,182.64,357.77
1965-08,grid,99.65,118.14,180.20,358.52
1965-09,grid,106.30,115.32,176.82,359.36
1965-10,grid,110.06,112.51,173.88,0.14
1965-11,grid,109.65,110.64,172.36,0.78
1965-12,grid,105.29,110.42,172.88,1.13
1966-01,grid,99.12,111.90,175.38,1.13
1966-02,grid,94.22,114.86,179.33,0.78
1966-03,grid,92.10,118.38,183.47,0.32
1966-04,grid,92.33,122.62,187.89,359.86
1966-05,grid,94.83,126.39,191.27,359.67
1966-06,grid,99.45,129.18,193.22,359.81
1966-07,grid,105.65,130.20,193.26,0.26
1966-08,grid,113.40,129.24,191.39,0.95
1966-09,grid,121.47,126.64,188.19,1.76
1966-10,grid,127.97,123.57,184.95,2.56
1966-11,grid,131.40,121.09,182.77,3.26
1966-12,grid,130.31,120.21,182.60,3.69
1967-01,grid,125.05,121.14,184.53,3.80
1967-02,grid,118.14,123.75,188.15,3.54
1967-03,grid,113.06,127.16,192.22,3.10
1967-04,grid,110.15,131.52,196.80,2.61
1967-05,grid,110.21,135.63,200.56,2.33
1967-06,grid,112.93,138.99,203.12,2.37
1967-07,grid,117.85,140.70,203.86,2.73
1967-08,grid,124.92,140.46,202.67,3.35
1967-09,grid,133.29,138.28,199.84,4.13
1967-10,grid,141.30,135.14,196.49,4.94
1967-11,grid,147.59,132.13,193.75,5.68
1967-12,grid,150.08,130.56,192.85,6.20
1968-01,grid,148.04,130.85,194.12,6.41
1968-02,grid,142.03,133.00,197.30,6.24
1968-03,grid,135.13,136.34,201.34,5.83
1968-04,grid,129.23,140.73,205.98,5.32
1968-05,grid,126.41,145.08,210.02,4.97
1968-06,grid,126.70,148.91,213.05,4.92
1968-07,grid,129.82,151.24,214.41,5.19
1968-08,grid,135.63,151.70,213.92,5.75
1968-09,grid,143.51,150.06,211.60,6.50
1968-10,grid,152.05,147.04,208.34,7.30
1968-11,grid,160.10,143.68,205.21,8.09
1968-12,grid,165.35,141.48,203.66,8.67
1969-01,grid,166.75,141.10,204.25,8.97
1969-02,grid,163.59,142.75,206.93,8.88
1969-03,grid,157.64,145.69,210.58,8.53
1969-04,grid,150.02,149.99,215.19,8.01
1969-05,grid,144.27,154.51,219.44,7.60
1969-06,grid,141.52,158.75,222.92,7.45
1969-07,grid,142.20,161.71,224.91,7.62
1969-08,grid,146.09,162.96,225.18,8.10
1969-09,grid,152.78,162.06,223.56,8.80
1969-10,grid,161.09,159.40,220.62,9.60
1969-11,grid,170.09,155.87,217.26,10.42
1969-12,grid,177.41,153.06,215.07,11.07
1970-01,grid,181.89,151.89,214.86,11.47
1970-02,grid,182.25,152.87,216.87,11.48
1970-03,grid,178.86,155.40,220.14,11.18
1970-04,grid,171.98,159.49,224.59,10.66
1970-05,grid,164.50,164.06,228.94,10.20
1970-06,grid,158.69,168.62,232.77,9.95
1970-07,grid,156.37,172.12,235.31,10.03
1970-08,grid,157.70,174.13,236.32,10.42
1970-09,grid,162.52,174.04,235.48,11.07
1970-10,grid,169.87,171.96,233.07,11.85
1970-11,grid,179.01,168.51,229.75,12.69
1970-12,grid,187.62,165.24,227.06,13.41
1971-01,grid,194.49,163.29,226.05,13.91
1971-02,grid,198.03,163.50,227.29,14.02
1971-03,grid,197.81,165.50,230.06,13.79
1971-04,grid,193.75,169.25,234.22,13.28
1971-05,grid,186.91,173.75,238.55,12.77
1971-06,grid,179.20,178.51,242.62,12.44
1971-07,grid,173.76,182.46,245.61,12.41
1971-08,grid,171.83,185.16,247.30,12.72
1971-09,grid,174.01,185.90,247.26,13.31
1971-10,grid,179.61,184.56,245.53,14.06
1971-11,grid,188.04,181.46,242.52,14.92
1971-12,grid,197.16,177.95,239.55,15.69
1972-01,grid,205.69,175.29,237.80,16.28
1972-02,grid,211.79,174.66,238.21,16.49
1972-03,grid,214.53,176.10,240.47,16.32
1972-04,grid,213.90,179.43,244.24,15.84
1972-05,grid,209.77,183.76,248.44,15.30
1972-06,grid,202.72,188.59,252.59,14.89
1972-07,grid,195.37,192.85,255.90,14.78
1972-08,grid,190.06,196.09,258.12,15.00
1972-09,grid,188.86,197.56,258.78,15.53
1972-10,grid,191.89,196.96,257.77,16.25
1972-11,grid,198.70,194.40,255.26,17.12
1972-12,grid,207.46,190.90,252.28,17.94
1973-01,grid,216.79,187.74,250.01,18.60
1973-02,grid,224.65,186.34,249.65,18.90
1973-03,grid,229.59,187.03,251.16,18.81
1973-04,grid,232.19,189.77,254.38,18.37
1973-05,grid,231.57,193.79,258.31,17.80
1973-06,grid,227.61,198.56,262.45,17.32
1973-07,grid,221.14,203.03,265.98,17.11
1973-08,grid,213.78,206.75,268.67,17.23
1973-09,grid,208.73,208.93,270.01,17.69
1973-10,grid,208.01,209.16,269.79,18.38
1973-11,grid,211.87,207.34,267.97,19.24
1973-12,grid,219.08,204.14,265.25,20.10
1974-01,grid,228.23,200.65,262.62,20.84
1974-02,grid,237.08,198.48,261.48,21.24
1974-03,grid,243.62,198.40,262.24,21.23
1974-04,grid,248.65,200.42,264.79,20.85
1974-05,grid,251.03,203.98,268.32,20.27
1974-06,grid,250.70,208.57,272.32,19.71
1974-07,grid,247.50,213.12,275.94,19.41
1974-08,grid,241.52,217.18,278.97,19.44
1974-09,grid,234.60,219.97,280.89,19.82
1974-10,grid,229.93,220.96,281.39,20.46
1974-11,grid,229.53,219.98,280.36,21.31
1974-12,grid,233.69,217.31,278.12,22.20
1975-01,grid,241.26,213.79,275.43,23.01
1975-02,grid,249.98,211.01,273.68,23.51
1975-03,grid,257.28,210.15,273.67,23.59
1975-04,grid,263.80,211.36,275.46,23.27
1975-05,grid,268.20,214.36,278.47,22.69
1975-06,grid,270.63,218.62,282.19,22.08
1975-07,grid,270.75,223.12,285.79,21.69
1975-08,grid,268.28,227.39,289.02,21.62
1975-09,grid,263.25,230.65,291.38,21.91
1975-10,grid,257.27,232.32,292.51,22.50
1975-11,grid,252.84,232.16,292.27,23.33
1975-12,grid,252.67,230.19,290.67,24.24
1976-01,grid,256.98,226.93,288.21,25.11
1976-02,grid,264.10,223.78,286.08,25.71
1976-03,grid,271.37,222.19,285.40,25.88
1976-04,grid,278.36,222.62,286.43,25.61
1976-05,grid,283.78,225.00,288.85,25.04
1976-06,grid,287.79,228.84,292.18,24.39
1976-07,grid,290.05,233.17,295.62,23.92
1976-08,grid,290.51,237.51,298.91,23.76
1976-09,grid,288.77,241.06,301.56,23.98
1976-10,grid,284.92,243.25,303.18,24.51
1976-11,grid,279.78,243.80,303.61,25.33
1976-12,grid,276.19,242.53,302.69,26.25
1977-01,grid,276.32,239.73,300.67,27.18
1977-02,grid,280.39,236.50,298.45,27.86
1977-03,grid,285.94,234.44,297.27,28.11
1977-04,grid,292.43,234.03,297.50,27.92
1977-05,grid,298.05,235.66,299.23,27.37
1977-06,grid,302.77,238.95,302.05,26.67
1977-07,grid,306.18,242.99,305.22,26.13
1977-08,grid,308.44,247.28,308.47,25.87
1977-09,grid,309.22,251.05,311.31,26.00
1977-10,grid,308.28,253.68,313.33,26.47
1977-11,grid,305.41,254.90,314.39,27.25
1977-12,grid,301.56,254.40,314.19,28.18
1978-01,grid,298.65,252.23,312.77,29.15
1978-02,grid,298.92,249.17,310.71,29.92
1978-03,grid,301.89,246.76,309.18,30.26
1978-04,grid,306.77,245.60,308.70,30.16
1978-05,grid,311.75,246.44,309.69,29.65
1978-06,grid,316.42,249.08,311.91,28.93
1978-07,grid,320.22,252.72,314.72,28.31
1978-08,grid,323.33,256.86,317.81,27.95
1978-09,grid,325.53,260.71,320.71,27.99
1978-10,grid,326.60,263.65,323.02,28.39
1978-11,grid,326.33,265.44,324.59,29.13
1978-12,grid,324.57,265.63,325.04,30.06
1979-01,grid,321.74,264.19,324.30,31.07
1979-02,grid,319.62,261.52,322.62,31.91
1979-03,grid,319.72,258.98,320.97,32.35
1979-04,grid,322.08,257.23,319.93,32.34
1979-05,grid,325.61,257.31,320.21,31.87
1979-06,grid,329.54,259.24,321.77,31.14
1979-07,grid,333.14,262.38,324.11,30.45
1979-08,grid,336.47,266.25,326.94,30.01
1979-09,grid,339.30,270.08,329.80,29.94
1979-10,grid,341.50,273.22,332.27,30.27
1979-11,grid,343.02,275.44,334.23,30.97
1979-12,grid,343.48,276.25,335.26,31.88
1980-01,grid,342.66,275.53,335.20,32.93
1980-02,grid,340.81,273.41,334.04,33.85
1980-03,grid,339.27,270.88,332.45,34.38
1980-04,grid,339.10,268.77,331.07,34.45
1980-05,grid,340.56,268.22,330.75,34.03
1980-06,grid,343.10,269.47,331.66,33.28
1980-07,grid,345.96,272.09,333.50,32.55
1980-08,grid,349.00,275.61,335.99,32.02
1980-09,grid,351.95,279.30,338.70,31.87
1980-10,grid,354.65,282.52,341.23,32.14
1980-11,grid,357.18,285.03,343.45,32.79
1980-12,grid,359.19,286.31,344.93,33.70
1981-01,grid,0.48,286.21,345.47,34.76
1981-02,grid,0.54,284.69,344.88,35.74
1981-03,grid,359.52,282.52,343.61,36.34
1981-04,grid,358.01,280.22,342.08,36.51
1981-05,grid,357.32,279.10,341.24,36.15
1981-06,grid,357.88,279.63,341.48,35.42
1981-07,grid,359.42,281.63,342.74,34.63
1981-08,grid,1.67,284.71,344.81,34.02
1981-09,grid,4.29,288.19,347.29,33.77
1981-10,grid,7.06,291.41,349.80,33.95
1981-11,grid,10.07,294.14,352.19,34.55
1981-12,grid,13.04,295.85,354.05,35.43
1982-01,grid,15.93,296.36,355.16,36.52
1982-02,grid,18.17,295.49,355.20,37.56
1982-03,grid,19.04,293.73,354.34,38.24
1982-04,grid,18.36,291.46,352.87,38.50
1982-05,grid,16.65,289.93,351.66,38.22
1982-06,grid,15.16,289.79,351.29,37.51
1982-07,grid,14.80,291.16,351.95,36.68
1982-08,grid,15.62,293.74,353.53,35.99
1982-09,grid,17.40,296.92,355.71,35.65
1982-10,grid,19.79,300.06,358.10,35.74
1982-11,grid,22.83,302.92,0.58,36.27
1982-12,grid,26.24,304.95,2.72,37.13
1983-01,grid,30.12,305.99,4.31,38.22
1983-02,grid,34.05,305.74,4.96,39.31
1983-03,grid,37.05,304.48,4.59,40.07
1983-04,grid,38.79,302.43,3.37,40.44
1983-05,grid,38.21,300.67,1.98,40.24
1983-06,grid,35.85,299.96,1.09,39.56
1983-07,grid,33.47,300.69,1.16,38.71
1983-08,grid,32.19,302.72,2.19,37.93
1983-09,grid,32.39,305.53,4.00,37.50
1983-10,grid,33.84,308.51,6.21,37.51
1983-11,grid,36.40,311.41,8.69,37.97
1983-12,grid,39.77,313.68,11.02,38.79
1984-01,grid,44.08,315.16,13.01,39.88
1984-02,grid,49.05,315.49,14.21,41.02
1984-03,grid,53.87,314.72,14.37,41.88
1984-04,grid,58.25,313.01,13.50,42.33
1984-05,grid,60.40,311.22,12.10,42.19
1984-06,grid,59.53,310.11,10.84,41.54
1984-07,grid,56.40,310.29,10.38,40.67
1984-08,grid,52.87,311.76,10.89,39.83
1984-09,grid,50.72,314.17,12.28,39.32
1984-10,grid,50.44,316.92,14.25,39.26
1984-11,grid,51.86,319.77,16.66,39.66
1984-12,grid,54.65,322.18,19.10,40.45
1985-01,grid,58.85,323.98,21.39,41.54
1985-02,grid,64.22,324.81,23.06,42.71
1985-03,grid,69.85,324.57,23.72,43.61
1985-04,grid,76.28,323.33,23.33,44.16
1985-05,grid,81.46,321.65,22.09,44.12
1985-06,grid,84.08,320.24,20.59,43.51
1985-07,grid,82.95,319.88,19.63,42.63
1985-08,grid,78.81,320.76,19.56,41.73
1985-09,grid,74.10,322.69,20.47,41.13
1985-10,grid,71.07,325.15,22.13,40.97
1985-11,grid,70.24,327.89,24.40,41.30
1985-12,grid,71.57,330.38,26.87,42.04
1986-01,grid,74.87,332.47,29.40,43.12
1986-02,grid,79.90,333.75,31.51,44.33
1986-03,grid,85.74,334.03,32.67,45.29
1986-04,grid,93.20,333.32,32.83,45.94
1986-05,grid,100.52,331.89,31.88,45.99
1986-06,grid,106.61,330.35,30.30,45.44
1986-07,grid,109.37,329.54,28.93,44.56
1986-08,grid,107.95,329.84,28.31,43.61
1986-09,grid,102.96,331.25,28.70,42.92
1986-10,grid,97.27,333.36,29.98,42.67
1986-11,grid,93.10,335.92,32.04,42.92
1986-12,grid,91.74,338.42,34.49,43.61
1987-01,grid,93.08,340.71,37.18,44.67
1987-02,grid,96.85,342.38,39.64,45.90
1987-03,grid,102.08,343.13,41.27,46.92
1987-04,grid,109.54,342.98,42.00,47.67
1987-05,grid,117.77,341.93,41.47,47.81
1987-06,grid,126.07,340.43,39.97,47.33
1987-07,grid,132.28,339.29,38.32,46.46
1987-08,grid,135.15,339.04,37.17,45.47
1987-09,grid,133.45,339.89,37.02,44.69
1987-10,grid,128.05,341.60,37.88,44.36
1987-11,grid,121.21,343.91,39.65,44.52
1987-12,grid,116.24,346.36,42.01,45.15
1988-01,grid,114.28,348.78,44.79,46.19
1988-02,grid,115.61,350.77,47.54,47.44
1988-03,grid,119.48,351.98,49.65,48.54
1988-04,grid,125.98,352.35,50.90,49.36
1988-05,grid,134.03,351.73,50.83,49.58
1988-06,grid,143.16,350.41,49.53,49.16
1988-07,grid,151.35,349.08,47.73,48.30
1988-08,grid,157.50,348.38,46.15,47.27
1988-09,grid,159.85,348.72,45.48,46.43
1988-10,grid,157.80,349.99,45.90,46.02
1988-11,grid,151.77,352.01,47.37,46.11
1988-12,grid,144.55,354.34,49.58,46.70
1989-01,grid,138.85,356.82,52.40,47.72
1989-02,grid,136.68,359.05,55.37,48.98
1989-03,grid,137.92,0.59,57.76,50.09
1989-04,grid,142.40,1.50,59.57,51.00
1989-05,grid,149.26,1.40,60.04,51.32
1989-06,grid,158.08,0.39,59.11,50.98
1989-07,grid,167.04,359.01,57.29,50.15
1989-08,grid,175.16,357.91,55.35,49.08
1989-09,grid,180.63,357.70,54.13,48.17
1989-10,grid,182.33,358.47,54.05,47.67
1989-11,grid,179.82,0.13,55.12,47.68
1989-12,grid,173.75,2.28,57.11,48.20
1990-01,grid,166.05,4.75,59.89,49.19
1990-02,grid,160.16,7.17,63.01,50.45
1990-03,grid,158.04,9.04,65.72,51.60
1990-04,grid,159.52,10.46,68.04,52.60
1990-05,grid,164.29,10.90,69.08,53.02
1990-06,grid,171.86,10.31,68.63,52.76
1990-07,grid,180.59,9.04,66.96,51.97
1990-08,grid,189.54,7.67,64.77,50.88
1990-09,grid,196.88,6.94,63.05,49.90
1990-10,grid,201.30,7.19,62.43,49.31
1990-11,grid,202.29,8.41,63.04,49.23
1990-12,grid,199.40,10.30,64.75,49.69
1991-01,grid,192.98,12.71,67.41,50.63
1991-02,grid,185.35,15.25,70.63,51.89
1991-03,grid,180.08,17.39,73.59,53.08
1991-04,grid,177.91,19.27,76.38,54.16
1991-05,grid,179.80,20.26,78.00,54.68
1991-06,grid,185.28,20.20,78.11,54.52
1991-07,grid,192.96,19.18,76.74,53.77
1991-08,grid,201.88,17.67,74.45,52.67
1991-09,grid,210.18,16.49,72.29,51.63
1991-10,grid,216.36,16.19,71.11,50.95
1991-11,grid,219.94,16.92,71.21,50.78
1991-12,grid,220.14,18.50,72.56,51.17
1992-01,grid,216.71,20.76,75.05,52.07
1992-02,grid,210.21,23.35,78.28,53.32
1992-03,grid,203.31,25.79,81.55,54.58
1992-04,grid,197.98,28.06,84.73,55.72
1992-05,grid,196.61,29.56,86.87,56.31
1992-06,grid,199.37,30.03,87.55,56.23
1992-07,grid,205.33,29.36,86.56,55.51
1992-08,grid,213.50,27.88,84.32,54.41
1992-09,grid,222.04,26.36,81.83,53.32
1992-10,grid,229.22,25.55,80.14,52.58
1992-11,grid,234.52,25.77,79.71,52.33
1992-12,grid,237.01,26.98,80.68,52.66
1993-01,grid,236.46,29.04,82.94,53.53
1993-02,grid,232.58,31.63,86.15,54.78
1993-03,grid,226.79,34.14,89.45,56.02
1993-04,grid,219.89,36.77,92.99,57.23
1993-05,grid,215.38,38.77,95.66,57.92
1993-06,grid,214.76,39.85,96.99,57.93
1993-07,grid,218.18,39.68,96.54,57.28
1993-08,grid,224.82,38.39,94.53,56.18
1993-09,grid,232.96,36.64,91.82,55.04
1993-10,grid,240.65,35.33,89.62,54.22
1993-11,grid,247.17,34.96,88.59,53.88
1993-12,grid,251.42,35.71,89.06,54.14
1994-01,grid,253.30,37.47,91.00,54.95
1994-02,grid,252.30,39.96,94.07,56.18
1994-03,grid,248.85,42.57,97.44,57.44
1994-04,grid,242.82,45.49,101.28,58.71
1994-05,grid,236.71,47.95,104.44,59.50
1994-06,grid,232.83,49.64,106.42,59.61
1994-07,grid,233.04,50.06,106.60,59.03
1994-08,grid,237.27,49.13,104.98,57.95
1994-09,grid,244.21,47.32,102.24,56.76
1994-10,grid,251.80,45.58,99.60,55.87
1994-11,grid,259.01,44.61,97.94,55.44
1994-12,grid,264.50,44.82,97.85,55.61
1995-01,grid,268.20,46.20,99.36,56.37
1995-02,grid,269.64,48.51,102.23,57.58
1995-03,grid,268.77,51.13,105.60,58.86
1995-04,grid,265.30,54.27,109.65,60.19
1995-05,grid,259.99,57.14,113.24,61.06
1995-06,grid,254.38,59.42,115.85,61.28
1995-07,grid,251.35,60.47,116.71,60.77
1995-08,grid,252.30,60.07,115.65,59.71
1995-09,grid,257.04,58.39,113.06,58.49
1995-10,grid,263.72,56.35,110.12,57.52
1995-11,grid,271.00,54.79,107.85,57.01
1995-12,grid,277.23,54.40,107.13,57.10
1996-01,grid,282.21,55.29,108.12,57.80
1996-02,grid,285.46,57.33,110.68,58.97
1996-03,grid,286.78,59.98,114.10,60.31
1996-04,grid,286.12,63.26,118.29,61.69
1996-05,grid,283.32,66.47,122.22,62.63
1996-06,grid,278.62,69.27,125.37,62.93
1996-07,grid,273.98,70.94,126.88,62.48
1996-08,grid,271.62,71.12,126.43,61.44
1996-09,grid,273.21,69.74,124.14,60.19
1996-10,grid,277.93,67.55,121.06,59.17
1996-11,grid,284.40,65.48,118.28,58.58
1996-12,grid,290.69,64.49,116.94,58.61
1997-01,grid,296.33,64.85,117.39,59.26
1997-02,grid,300.73,66.55,119.59,60.42
1997-03,grid,303.53,68.97,122.74,61.72
1997-04,grid,305.22,72.31,126.98,63.14
1997-05,grid,305.24,75.77,131.18,64.17
1997-06,grid,303.36,79.07,134.86,64.57
1997-07,grid,299.92,81.38,137.06,64.21
1997-08,grid,296.03,82.28,137.37,63.21
1997-09,grid,294.18,81.42,135.62,61.94
1997-10,grid,295.69,79.30,132.60,60.85
1997-11,grid,300.06,76.81,129.38,60.18
1997-12,grid,305.47,75.16,127.37,60.12
1998-01,grid,311.04,74.87,127.13,60.70
1998-02,grid,315.93,76.07,128.81,61.83
1998-03,grid,319.61,78.25,131.69,63.13
1998-04,grid,322.78,81.54,135.87,64.59
1998-05,grid,324.86,85.17,140.27,65.70
1998-06,grid,325.80,88.88,144.39,66.21
1998-07,grid,325.26,91.79,147.23,65.94
1998-08,grid,323.14,93.45,148.33,64.99
1998-09,grid,320.31,93.26,147.28,63.71
1998-10,grid,318.74,91.43,144.56,62.55
1998-11,grid,319.74,88.71,141.09,61.79
1998-12,grid,322.91,86.45,138.44,61.65
1999-01,grid,327.26,85.43,137.44,62.16
1999-02,grid,331.74,86.04,138.50,63.24
1999-03,grid,335.53,87.87,141.01,64.54
1999-04,grid,339.28,90.99,145.02,66.04
1999-05,grid,342.43,94.69,149.50,67.23
1999-06,grid,345.12,98.71,153.96,67.84
1999-07,grid,346.98,102.15,157.37,67.66
1999-08,grid,347.84,104.55,159.25,66.77
1999-09,grid,347.29,105.14,159.00,65.48
1999-10,grid,345.64,103.82,156.79,64.27
1999-11,grid,344.07,101.10,153.32,63.42
1999-12,grid,344.07,98.36,150.16,63.20
2000-01,grid,345.85,96.59,148.38,63.63
2000-02,grid,348.73,96.50,148.70,64.67
2000-03,grid,351.85,97.93,150.83,66.01
2000-04,grid,355.28,100.80,154.58,67.54
2000-05,grid,358.58,104.48,159.04,68.79
2000-06,grid,1.89,108.70,163.73,69.47
2000-07,grid,4.95,112.56,167.58,69.37
2000-08,grid,7.80,115.60,170.12,68.52
2000-09,grid,9.94,116.94,170.64,67.22
2000-10,grid,10.78,116.24,169.05,65.97
2000-11,grid,10.02,113.76,165.81,65.06
2000-12,grid,8.37,110.72,162.35,64.76
2001-01,grid,7.21,108.29,159.89,65.15
2001-02,grid,7.45,107.47,159.48,66.15
2001-03,grid,8.73,108.31,160.97,67.43
2001-04,grid,10.95,110.77,164.30,69.00
2001-05,grid,13.59,114.29,168.62,70.31
2001-06,grid,16.69,118.60,173.42,71.10
2001-07,grid,19.97,122.80,177.65,71.09
2001-08,grid,23.60,126.43,180.83,70.31
2001-09,grid,27.30,128.57,182.17,69.02
2001-10,grid,30.49,128.67,181.38,67.73
2001-11,grid,32.50,126.70,178.64,66.73
2001-12,grid,32.31,123.60,175.09,66.35
2002-01,grid,30.21,120.58,172.02,66.65
2002-02,grid,27.87,118.95,170.76,67.60
2002-03,grid,26.75,119.11,171.56,68.87
2002-04,grid,26.89,121.03,174.35,70.45
2002-05,grid,28.15,124.27,178.39,71.83
2002-06,grid,30.34,128.54,183.18,72.72
2002-07,grid,33.16,132.95,187.66,72.81
2002-08,grid,36.72,137.08,191.37,72.10
2002-09,grid,40.89,139.95,193.46,70.84
2002-10,grid,45.28,140.87,193.50,69.50
2002-11,grid,49.52,139.61,191.46,68.43
2002-12,grid,52.12,136.74,188.12,67.96
2003-01,grid,51.98,133.33,184.63,68.18
2003-02,grid,49.21,130.93,182.58,69.07
2003-03,grid,46.12,130.35,182.62,70.32
2003-04,grid,43.73,131.61,184.73,71.92
2003-05,grid,42.97,134.43,188.36,73.36
2003-06,grid,43.65,138.52,193.01,74.34
2003-07,grid,45.48,143.02,197.61,74.54
2003-08,grid,48.41,147.50,201.71,73.91
2003-09,grid,52.35,151.00,204.45,72.67
2003-10,grid,57.03,152.72,205.30,71.30
2003-11,grid,62.42,152.30,204.08,70.15
2003-12,grid,67.22,149.90,201.20,69.59
2004-01,grid,70.11,146.38,197.58,69.73
2004-02,grid,69.49,143.34,194.85,70.56
2004-03,grid,66.17,141.98,194.12,71.83
2004-04,grid,61.86,142.53,195.52,73.45
2004-05,grid,58.82,144.86,198.67,74.93
2004-06,grid,57.51,148.68,203.06,75.99
2004-07,grid,57.90,153.15,207.65,76.26
2004-08,grid,59.81,157.84,211.98,75.70
2004-09,grid,63.10,161.81,215.20,74.47
2004-10,grid,67.54,164.19,216.72,73.08
2004-11,grid,73.25,164.55,216.28,71.87
2004-12,grid,79.28,162.76,214.00,71.24
2005-01,grid,84.63,159.40,210.52,71.32
2005-02,grid,87.12,155.94,207.37,72.11
