date,tag,jup_sat,sat_nep,sat_plu,ura_plu
2005-03,grid,85.89,153.94,205.96,73.31
2005-04,grid,81.53,153.65,206.52,74.94
2005-05,grid,76.64,155.34,209.02,76.47
2005-06,grid,72.94,158.73,213.01,77.62
2005-07,grid,71.36,163.03,217.47,78.00
2005-08,grid,71.72,167.82,221.93,77.53
2005-09,grid,73.93,172.16,225.55,76.35
2005-10,grid,77.68,175.16,227.70,74.93
2005-11,grid,83.13,176.34,228.07,73.65
2005-12,grid,89.61,175.32,226.54,72.94
2006-01,grid,96.57,172.40,223.47,72.92
2006-02,grid,102.01,168.76,220.11,73.65
2006-03,grid,103.91,166.15,218.08,74.82
2006-04,grid,101.86,165.02,217.79,76.45
2006-05,grid,96.85,165.97,219.56,78.03
2006-06,grid,91.15,168.81,223.02,79.27
2006-07,grid,87.17,172.82,227.22,79.75
2006-08,grid,85.41,177.57,231.69,79.37
2006-09,grid,86.01,182.15,235.57,78.24
2006-10,grid,88.66,185.64,238.22,76.81
2006-11,grid,93.39,187.56,239.32,75.47
2006-12,grid,99.71,187.34,238.57,74.66
2007-01,grid,107.42,185.04,236.10,74.56
2007-02,grid,114.93,181.50,232.82,75.21
2007-03,grid,119.83,178.47,230.35,76.35
2007-04,grid,121.47,176.56,229.26,77.98
2007-05,grid,118.76,176.73,230.25,79.60
2007-06,grid,112.88,178.91,233.08,80.92
2007-07,grid,106.79,182.52,236.92,81.52
2007-08,grid,102.33,187.12,241.27,81.24
2007-09,grid,100.62,191.81,245.29,80.16
2007-10,grid,101.57,195.66,248.30,78.73
2007-11,grid,105.06,198.20,250.03,77.32
2007-12,grid,110.68,198.75,250.02,76.43
2008-01,grid,118.39,197.18,248.26,76.24
2008-02,grid,127.02,193.99,245.30,76.82
2008-03,grid,134.36,190.67,242.54,77.96
2008-04,grid,139.52,188.15,240.85,79.59
2008-05,grid,140.50,187.59,241.12,81.25
2008-06,grid,137.06,189.12,243.30,82.64
2008-07,grid,130.76,192.28,246.70,83.31
2008-08,grid,123.94,196.62,250.82,83.10
2008-09,grid,119.27,201.30,254.85,82.07
2008-10,grid,117.75,205.37,258.08,80.63
2008-11,grid,119.34,208.37,260.26,79.18
2008-12,grid,123.70,209.53,260.87,78.22
2009-01,grid,130.74,208.67,259.80,77.96
2009-02,grid,139.59,205.96,257.32,78.48
2009-03,grid,147.97,202.78,254.66,79.55
2009-04,grid,155.90,199.78,252.48,81.18
2009-05,grid,160.63,198.49,252.02,82.87
2009-06,grid,161.37,199.25,253.46,84.33
2009-07,grid,157.85,201.83,256.32,85.11
2009-08,grid,151.02,205.81,260.11,85.02
2009-09,grid,143.69,210.38,264.05,84.05
2009-10,grid,138.79,214.58,267.43,82.62
2009-11,grid,137.27,217.97,269.99,81.11
2009-12,grid,139.34,219.74,271.18,80.07
2010-01,grid,144.78,219.61,270.83,79.71
2010-02,grid,152.90,217.54,268.96,80.16
2010-03,grid,161.56,214.59,266.51,81.18
2010-04,grid,171.06,211.33,264.06,82.79
2010-05,grid,178.52,209.40,262.97,84.51
2010-06,grid,183.11,209.40,263.67,86.05
2010-07,grid,183.76,211.34,265.92,86.94
2010-08,grid,180.25,214.87,269.29,86.95
2010-09,grid,173.35,219.22,273.05,86.07
2010-10,grid,165.89,223.46,276.48,84.65
2010-11,grid,160.45,227.13,279.31,83.10
2010-12,grid,158.99,229.39,280.98,81.97
2011-01,grid,161.62,229.94,281.28,81.51
2011-02,grid,167.88,228.56,280.07,81.88
2011-03,grid,175.79,226.00,278.00,82.85
2011-04,grid,185.61,222.70,275.50,84.44
2011-05,grid,194.53,220.29,273.93,86.19
2011-06,grid,201.72,219.56,273.93,87.80
2011-07,grid,205.79,220.82,275.53,88.78
2011-08,grid,206.43,223.83,278.41,88.91
2011-09,grid,203.14,227.89,281.90,88.11
2011-10,grid,196.71,232.07,285.28,86.71
2011-11,grid,188.95,235.91,288.28,85.12
2011-12,grid,183.49,238.56,290.33,83.92
2012-01,grid,182.05,239.71,291.20,83.36
2012-02,grid,185.15,239.01,290.66,83.64
2012-03,grid,191.44,236.86,288.99,84.60
2012-04,grid,200.38,233.72,286.64,86.18
2012-05,grid,209.57,231.03,284.80,87.94
2012-06,grid,218.01,229.72,284.23,89.61
2012-07,grid,224.13,230.37,285.23,90.67
2012-08,grid,227.72,232.84,287.60,90.89
2012-09,grid,228.08,236.55,290.75,90.14
2012-10,grid,225.03,240.59,294.00,88.76
2012-11,grid,218.74,244.50,297.07,87.14
2012-12,grid,211.53,247.41,299.36,85.87
2013-01,grid,206.18,249.02,300.69,85.24
2013-02,grid,205.24,248.91,300.72,85.46
2013-03,grid,208.38,247.35,299.63,86.34
2013-04,grid,215.24,244.54,297.59,87.89
2013-05,grid,223.64,241.71,295.62,89.67
2013-06,grid,232.34,239.88,294.53,91.41
2013-07,grid,239.54,239.86,294.91,92.56
2013-08,grid,244.95,241.71,296.69,92.90
2013-09,grid,247.90,244.98,299.43,92.25
2013-10,grid,248.04,248.82,302.48,90.90
2013-11,grid,245.08,252.74,305.55,89.25
2013-12,grid,239.46,255.87,308.05,87.91
2014-01,grid,232.62,257.91,309.79,87.18
2014-02,grid,227.91,258.39,310.38,87.30
2014-03,grid,227.40,257.40,309.84,88.12
2014-04,grid,231.09,255.02,308.23,89.64
2014-05,grid,237.66,252.24,306.31,91.43
2014-06,grid,245.69,250.02,304.86,93.22
2014-07,grid,253.12,249.40,304.65,94.48
2014-08,grid,259.47,250.61,305.83,94.93
2014-09,grid,263.96,253.38,308.10,94.38
2014-10,grid,266.25,256.94,310.89,93.08
2014-11,grid,266.17,260.79,313.88,91.41
2014-12,grid,263.45,264.06,316.50,89.99
2015-01,grid,258.18,266.45,318.56,89.16
2015-02,grid,252.17,267.45,319.66,89.18
2015-03,grid,248.58,267.01,319.65,89.94
2015-04,grid,248.55,265.17,318.57,91.42
2015-05,grid,252.40,262.59,316.85,93.22
2015-06,grid,258.87,260.15,315.19,95.06
2015-07,grid,265.83,259.00,314.49,96.41
2015-08,grid,272.45,259.57,315.06,96.98
2015-09,grid,277.77,261.80,316.82,96.54
2015-10,grid,281.38,265.01,319.27,95.29
2015-11,grid,283.28,268.72,322.12,93.60
2015-12,grid,283.08,272.05,324.79,92.12
2016-01,grid,280.50,274.71,327.10,91.19
2016-02,grid,275.84,276.18,328.63,91.11
2016-03,grid,271.07,276.24,329.13,91.83
2016-04,grid,268.09,274.92,328.56,93.29
2016-05,grid,268.84,272.66,327.16,95.10
2016-06,grid,273.00,270.18,325.48,96.98
2016-07,grid,278.79,268.65,324.41,98.40
2016-08,grid,285.06,268.67,324.44,99.06
2016-09,grid,290.64,270.37,325.69,98.69
2016-10,grid,294.96,273.21,327.77,97.49
2016-11,grid,298.09,276.71,330.41,95.79
2016-12,grid,299.64,280.02,333.06,94.25
2017-01,grid,299.43,282.85,335.53,93.24
2017-02,grid,297.18,284.67,337.40,93.10
2017-03,grid,293.66,285.19,338.33,93.73
2017-04,grid,289.56,284.45,338.33,95.14
2017-05,grid,287.54,282.62,337.36,96.95
2017-06,grid,288.77,280.24,335.79,98.88
2017-07,grid,292.61,278.41,334.45,100.39
2017-08,grid,297.88,277.86,333.96,101.16
2017-09,grid,303.24,278.97,334.64,100.91
2017-10,grid,307.86,281.35,336.28,99.77
2017-11,grid,311.75,284.58,338.65,98.07
2017-12,grid,314.51,287.83,341.21,96.47
2018-01,grid,316.14,290.79,343.79,95.37
2018-02,grid,316.28,292.93,345.96,95.12
2018-03,grid,314.92,293.89,347.31,95.68
2018-04,grid,312.02,293.72,347.87,97.03
2018-05,grid,308.98,292.38,347.39,98.83
2018-06,grid,307.55,290.24,346.08,100.80
2018-07,grid,308.81,288.26,344.62,102.40
2018-08,grid,312.28,287.23,343.68,103.29
2018-09,grid,316.74,287.74,343.79,103.16
2018-10,grid,321.14,289.63,344.95,102.10
2018-11,grid,325.31,292.51,346.97,100.41
2018-12,grid,328.77,295.63,349.39,98.75
2019-01,grid,331.63,298.66,352.00,97.55
2019-02,grid,333.61,301.05,354.41,97.19
2019-03,grid,334.42,302.39,356.12,97.67
2019-04,grid,333.97,302.77,357.22,98.97
2019-05,grid,332.22,301.97,357.28,100.75
2019-06,grid,329.95,300.20,356.35,102.76
2019-07,grid,328.82,298.22,354.92,104.43
2019-08,grid,329.73,296.81,353.64,105.45
2019-09,grid,332.41,296.75,353.21,105.44
2019-10,grid,335.88,298.09,353.84,104.46
2019-11,grid,339.72,300.57,355.45,102.79
2019-12,grid,343.36,303.49,357.65,101.09
2020-01,grid,346.89,306.51,0.24,99.79
2020-02,grid,350.06,309.09,2.81,99.32
2020-03,grid,352.57,310.81,4.89,99.74
2020-04,grid,354.51,311.66,6.46,101.00
2020-05,grid,355.30,311.38,7.04,102.78
2020-06,grid,354.70,310.05,6.56,104.82
2020-07,grid,353.15,308.21,5.30,106.55
2020-08,grid,351.82,306.59,3.81,107.65
2020-09,grid,351.93,306.05,2.92,107.74
2020-10,grid,353.50,306.87,3.04,106.82
2020-11,grid,356.17,308.92,4.22,105.17
2020-12,grid,359.30,311.58,6.15,103.43
